Column1,Column2
"요즘따라 느끼는건데, 밖에 나가면 남녀할거없이 피지컬부터 장난아님.‥",1
디시는 없네,1
응 진용진 평균이하야,1
아 나는 평균보단 진짜 쪼금은 위라고..;;,1
씻을때가 ㄹㅇ인데 ㅋㅋ,1
댓글 좀 볼려하니까 매크로 때문에 대댓글 씹창났네ㅋㅋ,0
“샤워 후 머리말릴때”,1
남초는 일베지,1
저는 평균인거같아요 ㅠ,1
에초에 웹상에 있는 놈들 대리고 투표하면 첼린저가 21프로가 나오는데.....,1
"오늘거 제보웃기다 ㅋㅋ
예전엔 찾아보기 힘들었는데 이번정부와서 20억아파트쯤이야 널렸지",1
난 진짜 몇명 제외하고 거의다 나보다 잘생긴것같음 ㅠㅠ,1
그건 아니야 형..,1
진짜 근데 평균 이상으로 생각하는게 신기함... ㅋㅋㅋㅋㅋㅋㅋ현실에선 진짜 ㅋㅋㅋㅋㅋ자존감 높은건 좋은데 좀 꾸미거나 관리좀....,1
못생겨도 잘생겼다 생각하는건 상관없는데 제일 꼴받는건 잘생긴놈들이 못생겼다 생각하는거 제일 꼴받아ㅋㅋ,1
"오히려 여성들이 평균이상이라고 착각하던데 최근에는
셀카속 필터의 모습을 본인이라고 믿던;;",1
서른 중반 넘어가서 머리 까진 아재들은 희한하게 자신감에 차오름. 회사 연차 쌓여서 그런 건가? 아무튼 외모로는 아닌데..😅,1
"마음가짐이 중요한거 맞는데..
제발 자기가 잘 생겼다는 착각에 빠져서
치명적인척 잘난척은 안했으면 좋겠어요ㅜㅋ
자신감 넘쳐서 당당하게 사는건 진짜 좋은데
진짜 자기가 잘생겼다 생각하고
남 외모 따지고 비하하고 하는건 잘못된거예요ㅜ",1
주제가 뒤에서는 내가 왕이다 이네 ㅋㅋㅋ,1
저런짤은 십몇년전에 유명했던거같은데 그땐 예쁜여자를 동경하고 못생긴여자를 조롱하는 분위기가 더 많이 있었음. 그러다보니 여자들이 외모에 집착하게 되면서 본인 외모가 불만스러웠을거고 남자는 외모에 큰 욕심이 없으니 약간의 장점에도 흡족했던거라 생각함. 공부로 치면 한문제 틀린 1등은 빡대가리라고 울고 애초에 못하던애는 좀 맞췄다고 내가 머리는 좋네 하는것처럼.. 근데 요즘엔 잘생긴남자를 동경하는 분위기가 슬슬 생기다보니 남자들도 본인을 평균이하라고 말하게 되는거같음. 특히 실물 인터뷰한 번화가에 돌아다니는 남자들은 거의 인싸들이라 외모에 신경을 쓸테니까. 다만 커뮤니티 투표는 외모에 욕심없는 아싸들이 대부분일테니 평균이상이라고 투표했을거임,1
"아니 소개팅 나가서 5에 5 성공했으면 잘생긴거아님? 
그건 나 ㅋㅋ",1
남자들은 그냥 속으로는 자기 못 생긴거 정확히 알아도 익명이나 자기랑 비슷한 친구들 앞에서는 괜히 허세 떨라고 그러는거고 여자들은 속으로는  본인이 더 이쁘다고 생각하면서 겉으로는 어우 oo아 넘 이뿌다 ㅠㅠㅠ난 못 생겼어 난 살쪘어 ㅠㅠ 이러는거 ㅇㅇ,1
똥에다 밥 비벼 먹어본 사람 좋아요,1
나 정도면 괜찮다는 건 좋지 좋은데.. 최소한 남의 얼평할거면 아만다부터 가입해보고 해라.. 무슨 잘난거 1도없는 안여돼가 왜 존잘선배한탠 수지닮은 친구 소개시켜주면서 자기한텐 예쁜 솔로친구 없다며 뻥치냐고 외모비하하는데 얼척없더라....,1
모든 여자들은 자신의 외모가 평균이하라고 생각할까? :  외모 품평한다고 비추테러 폭탄맞을듯,1
사회에 살아가는데 공감능력 자기객관화는 정말 중요한 문제인데..,1
솔직히 남자라면 거울보면서 머리 한번쯤은 넘겨 봤자나 ㅋㅋ,1
"남자들은 진짜 본인이 평균이상이라고 생각하는사람이 많은거같음 ㄹㅇ찐으로. 예를들어 개 좋밥같이생긴 남자3명 모여있으면 각자 본인이 이중에서 가장 나은 외모라고 생각함;;; 실상 같은레벨에 더러운외모인데.. 
여자들은 안그럼 철저하게 객관적임",1
한국인은 겸손하지ㅋㅋㅋㅋㅋ그걸 미덕으로 알기때문에,1
아니 난 진짜 평균이상이라니까..;;,1
아니 자존감 높은건 좋은데 난 무조건 잘생겼다 생각할게 아니라 자기 외모를 객관화해서 볼 필요는 있지않을까요,1
"근데 난 요즘들어 급하게 쪄서그런지
거울 봐도 기분만 나쁘던데 ㅎㅎ",1
.,1
근데 2010년 이전쯤까지는 확실히 우리나라  길가다가 이쁜여자가 많고 남자들 괜찮은 사람 드물었는데 요즘 어린친구들은 남자들 얼굴 쪼끄메가지고 잘생긴애들 많은거 같음 오히려 요즘은 남자가 여자 보다 외모가 나아보이기도 하고,1
"실제로 자신이 자신의 외모를 객관적인 수준보다 살짝 위로 평가하는 것이 심리학적으로 건강한 상태라고 했음.
남을 비하하거나 자의식 과잉 수준까지 번진다면 문제겠으나 평균이상이라고 생각하는 사람들의 비율이 더 많은것은 지극히 정상임.",1
난 평균 이상이 맞는데.,1
"신봉테일: 잘생긴 건 기분이 어때?
1 bean: 저는 제가 잘생겼는지 정말 모르겠어요.
나: 하아아....아아... , 하하하~하하~",1
아뇨?,1
도대체 외모 평균은 어느정도인거지..,1
역시 실제는 다 그짓말이야~~~ㅋㅋㅋ,1
난평균이하라생각하는데 전부다잘생겼다고하긴함...,1
아니 건대입구에 오셨섰었네 ㄷㄷ,1
"자기객관화 겁나 안되네 

난 일단 평균이상 


되고싶다 ㅅㅂ",1
"자기가 평균 이하라고 했을때 주위 반응이…
“너정도면 평타지” : 평균 이상
“힘내”,”괜찮아” : 평균 이하
“씨발년이?” : ㅆㅅㅌㅊ",1
저는 아무리 잘생기든 못생기든 자신을 사랑 해야한다고 느낌니다,1
솔직히 난 ㅍㅌㅊ ㅋㅋ,1
염따는 평균 이하,1
나 평균 이상인데 무슨 문제라도?,1
디씨에는 왜안올리냐,1
난 평균보다는 이상함이라 생각함,1
여자는 몸매 얼굴이 이뻐야 되거덩 긍데 다들 너무화장 잘하거덩 이뻐야 남자들이 잘해주고 먹을 사주고 막말해도 잘해주거덩,1
오히려 여자들이 자기가 이쁘다 생각하던데?,1
흐음..,1
"여자분들 버전도 만들어주세요
정말 여자분들도 자신이 평균이하라고 생각하는지",1
썸네일 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
아 이 투표봄ㅋㅋㅋㅋ,1
용진이형은 잘생겼지~,1
평균이상이란건 없습니다 그냥 취향차이에여,1
정우성 : ㅎ.,1
근데 난 진짜 평균이상임.,1
평균의 기준이 없어서 그럼 ㅋㅋ,1
그냥 간단함. 존예녀한테 고백 1번이라도 받아봤으면 잘생긴거지,1
난 평균 아님,1
"이성의 반응보단 동성의 반응이 더 정확하긴 함
동성끼리 외모 평가할땐 필터링없이 노빠꾸로 말하니까
일단 남자에 한해서는 동성끼리 외모 평가할때 확실한 악평을 안듣는다면 평균 이상인거임",1
4:32 *솔직히 나정도면...*,1
착한 사람은 평균이하라고 말하고 자존감은 높다,1
엥 난 “평균”이라는 말을 내 외모에 적용 못 시킬 거 같은데 상위 10%라서..,1
나 정도면 잘생겼지…ㅋㅋㅋㅋ,1
"솔직히 렌덤 10명 뽑히면 반이상은 하지
라고 생각하는 사람",1
나만 진짜 별로라고 생각했나…,1
"""진짜""들은 건대같은 번화가에 갈 생각 안합니다...",1
머임 화질 왜이러지,1
"못 생긴 사람 : 그래도 평균 혹은 이상
잘 생긴 사람: 평균 이하

이렇게 생각할 듯 ㅋ",1
???? 나는 내 면상 싹다 갈아엎고 싶은데..,1
아니 본인들속마음으로 생각하지 대놓고 나 평균이상이요 이럴까..익명에숨어서 자존감이 커지는게지,1
친구들보다 자신이 낫다고 생각하는 사람,1
예전 직장 동료 중 엉덩이가 기네스북감인데 어이없는게 본인은 모르더군여ㅋㅋ,1
"70% 넘는 비율이 평균이상이라 생각한다면, 자신의 외모를 객관화 하지 못한다는거",1
내몸이 너무작아보인다,1
난 평균이하인거같음,1
형 이거 여자버전도 만들어줘 ㅎㅎㅎㅎㅎ,1
대부분이 딱 평균이지 ㅎㅎ 어쩌다 진짜 못생긴애 있고 어쩌다 진짜 잘생긴애 있는거고 ㅎㅎㅎ,1
외모가 뭐가 중요합니까 자신이 어떤 생각과 어떤 태도로 이 세상을 마주하고 있는지가 중요하죠.. 다만 전 평균 이상입니다.,1
난 실제로 평균이상임,1
여자들은 쌩얼이 자기 얼굴이라고 생각하는지 화장한 얼굴이 자기 얼굴이라고 생각하는지 궁금합니다,1
여자들도 따로 해보고 싶다 ㅋㅋㅋ,1
퐁퐁이 형들은 어떤쪽일까,1
"진짜 더럽게 못 생긴 것(최하위 10% 가량) 아닌 이상, 관리를 어떻게 하냐에 따라 달라짐..",1
일단 나 평균이상임,1
"결론:얼굴이 안보이는 온라인에선 평균이상,보이는 오프라인에선 평균,평균이하라고 답을 많이 냈다",1
"남자
샤워하다가 머리 올백하고 거울보면서
어..? 이정도면 평균 이ㅅ...?
여자는 모르겠네",1
"에펨코리아에서 저라뎃같은 못생긴 비제이들 잘생겼다고 해서 좀 의아했는데 
이제보니 외모커트라인이 낮은거였다",1
아 대박이네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
저는 평균 이상입니다,1
자기 자신을 낮게 평가할 이유는 없잖아,1
오늘도 좋은영상 감사합니당ㅎㅎ😊,1
여자편도 해보면 좋겠다,1
디씨에는 왜 안옴?,1
페미임? 썸네일 뭐냐 ㅋㄲ,1
썸넬이 말이 안되는게.. 주변 아는 여자들 화장하고 각도빨 + 뽀샵해서 만든 사진을 본인이라고 믿더라..,1
1:50 평균이상이건 이하건 여친있는 이사람이 제일 승자다,1
"나는 유딩때부터 개모쌩긴걸알아가지고
거울보면서 나가보는 나의모습만 못생겻다
라고 생각하면서 그랬는데",1
나정도면 ~,1
1:24 가려도 잘생겼음 ㅋㅋㅋㅋㅋㅋ,1
감사해요,1
ㅅㅂ,1
ㅋㅋ ㅋ ㅋ ㅋ ㅋㅋ 아니 용진맨은 그냥 존잘에 기요미라고;-;,1
진용진님 영상내려주세요ㅠㅠㅠ,1
"와 ㅋㅋㅋ평균이래다들 평균,..",1
딱 평균이라고 생각,1
샤워하고나서 평균이상 ㅋㅋㅋㅋ,1
인생 패배자들 1베에는 왜 안올려,1
저러고 집가서는 거울보고 난 존잘이다 라고하고있음,1
"아니 솔직히 주변에 키작고 뚱뚱하고 못생긴애들이 그렇게 많이 보이는데
내가 그래도 쟤는 이긴단 마인드로 살아오지 않았음?",1
아니 근데 난 진짜 평균 이상인데..,1
마지막 반전 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"""우리아들이 제일 멋져""를 늘 외쳐왔던
 빛머니들이 만든 결과가 아닐까... 

어머니 ㅠㅠ",1
"카메라 켰는데 예상치못하게 셀카 튀어나올때
놀라지 않을 정도 외모라면 평균이상이라고 생각함",1
"남자는 여자와 달리 외모의 갭이 너무 적어서
연예인 수준의 외모가 아닌이상 자신있게 자신이 잘생겼다고 하진 못할것 같습니다
평균이상이하라고 물어봐서 이상이라고 답했지
잘생겼냐고 물어보면 당당하게 답할수있는 사람은 별로 없을거 같네요",1
괜찮아 남잔 외모가 전부가 아니니깐 주륵...ㅠ,1
평균 이상과 이하는 둘다 평균을 포함합니다 즉 평균이여도 이상과 이하를 둘다 포함가능하죠 5이상은 5를 포함하고있어서 5도 5이상인거죠,1
남자들이 자신의 외모를 평균이상으로 생각하는게 심리학적으로 연관이 있을 것 같은데.. 한번 국내랑 해외 논문 찾아봐야겠어요! 통계 외에 자료가 있는지 궁금해졌어요 😎,1
"제대로 조사하려면 여러 사람 얼굴 겹쳐서 평균적으로 추출한 이미지를 보여주고, '내가 이것보단 잘생겼다'라고 조사하는게 좋지 않을까싶어요.
사람들한테 인터뷰를 하면 괜히 평균이상이라고 했다가 유튜브에서 웃음거리가 되지 않으려고 마음에도 없는 겸손을 보일 수 있겠지만, 막상 특정한 이미지를 보여주면 심리적으로 다를테니까요.",1
난 개 빻은거라고 생각함 ㅠㅠ,1
나…난…..평균 이상이야…!,1
20억 이상의 아파트에서 거주하고있는분ㅋㅋㅋㅋㅋㅋ,1
인터뷰남자분들특) 모자한분 빼고 앞머리 무조건 내림,1
여초가 만든 프레임임 저거,1
여자는 평균 정도 외모도 꾸미지 않으면 별로인 경우가 많은데 남자는 어지간히 못생긴 거 아니면 봐줄만함 그래서 남자들이 자기 외모를 남들과 비교해서 어느 정도 수준인지 판단하는 게 아니라 자기 얼굴 정도면 봐줄만하지 라고 생각하기 때문에 평균 이상이란 반응이 많은 것 같음,1
"조사 표본을 잘못잡은 이유
번화가에는 잘생긴 사람들이 대부분임",1
""" 개씹상타치 """,1
아; 딱 들켰네,1
디매에선 하셨나?,1
"나는 못생겼다 좋아요눌러주세요 
잘생겼다 1
보통이다 2
평타이상이다3 
여기서 확인좀 해보자",1
아저씨라고 하길래 영화 아저씨라고 했다가 맞은 썰 푼다 ㅋㅋㅋ,1
난 진짜로 평균이상이라고 ㅋㅋ,1
난 외모로 사람 평가하는게 젤 싫더라,1
직모 무엇 ㅋㅋㅋ,1
"자신감 자존감 이런거 신경쓰지 않고
순수 외모로는 평균 이하! 라고 자신있게 말할수 있습니다.
너무 마르면 제 자신도 보기가 좀 그렇거든요",1
투표에 그냥 '평균이다'  올렸음 아마 거기로 70%는 몰렸을듯?,1
할까? 가 아니라 왜 생각할까? 라고 제목을 달았어야 할게 학계에 정설,1
저같은 평균 이하는 어쩌죠,1
2:48 야구 갤러리 왜 안하는데 ㅋㅋㅋ,1
저 20억 이상 아파트 살아요,1
"남자 - 주제파악, 자기객관화 잘 됨
여자 - 자기중심적, 공주병, 주제파악 못함, 자기주관화

그 사진과 명제는 남혐 메갈 페미들의 선전 선동입니다.",1
가위바위보 가 법적 효력이 있는지 궁금합니다.,1
"""나 좋다고 따라다니는 생명체가 모기밖에 없는 사람""",1
푸하하하 클릭하게 해주셔서 감사합니다 구독과 좋아요 알람설정 끝 😆 😄,1
모집단이 딱 특정되지 않은 이상 실제 평균 이상인 사람의 투표율이 높겠지;,1
인터뷰처럼 얼굴까고 물어보면 평균이상이라고 하는 사람 몇 없을듯,1
내 외모는 탑이야,1
평균이 정해지지도 않앗는데 자존감 낮출이유가 있냐?,1
평균의 기준에 따라서 다르지.. 근처에 잘생긴사람만 보면 평균이 높아지는거고 못생긴사람만 보면 평균이 낮아지는거지,1
"여자친구가 있으면.. 평균이상
없으면..... 존못",1
"여자들은 화장덕분에 본판보다 월등히 높은 수준의 외모로 돌아다니다보니 그게 자기얼굴인줄 착각해서 생얼볼때나 화장 잘 안먹었을 때 ""아 나 왜이리 못생겼지"" 라며 진실을 마주하게 되는거고

남자는 남들이 안볼때, 특히 가장 개인적인 시간인 샤워시간에 가장 잘생긴 자신을 마주하다보니 남들이 내리는 평가와 다르게 스스로에게 높은 점수를 주게되는거임.

결론: 남자는 집안에서 제일 잘생겼고 여자는 집밖에서 가장 예쁘다. 그리고 사람은 누구나 가장 훌륭할때의 얼굴을  자기얼굴로 생각하기때문에 평가에 있어서 남들과 괴리가 생긴다.",1
개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ,1
"저거 저번에 투표한겈ㅋㅋㅋㅋㅋㅋㅋ
아무튼 난 이상임. 반박 안받음!",1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
썸네일이 거울을 보는 저의 모습과 닮았…,1
남자도 남잔데 요즘은 여자들이 더 심한거 같은데,1
애초에 평균 얼굴이란 얼굴이 어떤 얼굴인지 더 궁금하다,1
외모중에 일단 키는 객관적인수치라서 평균이상 이하 나눌수있긴할듯ㅋㅋ,1
평균이상 할려면 진용진 정도는 돼야 합니다 거울 보면서 기대하지 마세요,1
보배드림은 좀;;,1
그들이 몰려온다,1
아 길거리에 다니는 사람들은 보통 평균 이상이라고 ㅋㅋㅋㅋㅋ,1
여자도 실험ㄱㄱ,1
.,1
난 외모가 편균이상이라고 생각안하는데 왜 슬프제,1
일단 난 객관적으로 ㅇㅇ ㅋ,1
진짜 어떤 영상을 찍던지 보는 사람 입장에서 찝찝함이 전혀 안남게 완벽하게 만드시네 멋있다,1
"다들 자신감 하나는 최고구만
난 그럼 평균 이상이라고 생각한다",1
"남자 : 본인외모가 평균이상이라고 생각함
여자 : 화장&보정이 본인 외모라고 생각함

뭐가 중요합니까 스스로 행복하면 되는 거 아니겠습니까 껄껄",1
와,1
이렇게 생각하는게 당연하지 평균이상은 엄청 낮은 기준임 수능으러치면 5등급 롤 티어로 치면 실버가 평균인데,1
여자가 자신의 외모를 낮게 평가하는건 화장 전후로 비교를 해서 그런거 같음 화장 하고나서 지우면 현타 ㅈㄴ올듯,1
2번째 모자이크남 언뜻봐도 평균 이하같은데ㅋㅋㅋ 어카냐,1
디씨를 왜빼,1
��,1
근데이건 여자도 마찬가지아님?,1
여사친한테 잘생겼단 소리 들은적 있으면 평균 이상임,1
앗 영등포당 ㅋㅋㅋ,1
평소에는 자괴감 드는데 샤워하고 난 후 거울보면 원빈이 따로없다ㅋㅋ,1
난 남잔데 상위50.1프로라고 생각,1
평소는 이상인거 같은데 사진찍힌거보면 보기싫어짐,1
항상 난 못생겼다고 생각하는데..ㅋㅋ...,1
아니 구라안치고 난 진짜 평균이상임 ㅇㅇ..,1
여자들은 화장하면 자기 얼굴을 화장했을때라고 믿어버림,1
옆에 있는 애보다 낫다 이거지..,1
우리나라 사람 평균의 의미를 백분위 50%로 생각 안 하고 ㄹㅇ 상위 10%로 생각 하는 듯 진짜로 수능 5등급 보고 다들 공부 못 한다고 하잖아,1
꿀잼,1
"근데 웃긴게 
여자들끼리 모이면 ""어머 왜이렇게 이뻐졌어~~""
남자들끼리 모이면 "" 야 니새끼보단 내가 나아 """,1
"4:32 맞아 용진이형 옛날 영상 보면 진짜 잘생기심..
옛날 영상 댓글 보면 잘생겼다는 댓글이 많음
그리고 손방구 영상보면 손도 예쁜 남자 손의 표본임",1
여잔데도 샤워할때 쌩얼은 예뻐보이는데 기본카메라보면 ㅅㅂ 현타와서 미치겟ㅁ음,1
"전 압니다
제가 못생긴걸 알아요",1
다들 자신감 넘치는게 훈훈 하네요,1
난 외모가 평균 이하라고 생각하는데...,1
"실제로 평균 이상인 사람: 저는 이하라고 생각 합니다
실제로 평균 이하인 사람: 저는 이상이라고 생각 합니다




근데 난 평균 이상이긴 해",1
여자버전도 해야된다 추천,1
아ㅋㅋㅋㅋ 근데 진짜 난 평균이상임.,1
"당신의  꼬추는 평균 이상인가?
80% 아닌것 같다.....................",1
평균이하님들 감사합니다. 덕분에 제가  평균이상이에요.,1
존나 재수없다앙,1
엄마랑 할머니말고 잘생겼단 소리 들어본 사람이란 주제로 투표를 했다면 어떻게 나왔을까나.,1
"ㄴㄴ 남자나 여자나 똑같음 ㅋㅋㅋ
개인의 자존감에 따라 다른거지
성별에 따라 그런게 아님",1
여자가 쌩얼과 화장후 퍼센트로보면 자신감이 몇에서 몇으로 증가한다고 생각되는지 궁금하내 ㅋㅋㅋㅋㅋ,1
남초 사이트 중 루리웹이 없군요,1
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 저번 투표 올라왔던거 영상으로 나왔네요
자존감이 중요하지 그치그치. 암튼 나도 평균이상임",1
남자는 적어도 내가 최악은 아니라고 생각한다.,1
이거 여자들도 해야합니다 대부분 지가 다 이쁜줄 알거든요,1
카메라 들이밀면 평균이하 맘속으론 내가제일 잘났다,1
디시가 없는건 의외네,1
그건 엄마가 우리아들 잘생겼네 라고해서 그럼,1
샤워할때 평균 이상 ㄹㅇ,1
여자는 화장한 얼굴이 자기얼굴인 줄 알던데 그러다가 화장 안한 얼굴 거울로 봤을때 현타와서 그런거 아닌가,1
전 평균 이상 ㅋ,1
결론:아닙니다,1
어떤 기준이 평균이고 어떤 기준이 평균 이하인지 참..,1
근거도 없고 그냥 개소리 아니냐ㅋㄱ,1
5분전은 못참지 ㅋㅋㅋㅋ ㅋㅋㅋㅋ,1
웃대는 스스로 all 평균이하라고 생각할거같은데,1
저 사람들이 평균이하면 나 쓰레기 오물 토사물인데..,1
루리웹ㅋㅋ,1
디시에 올려야 평균이하라고 솔직하게 답하지.. 어디 이상한 사이트에 올리냐.,1
애초에 대한민국은 남자나 여자나 다 성형때리고 화장하는데 저런게 뭔 의미가 있냐 ㅋㅋㅋ한때는 외모지상주의 비판하면서 난리쳤으면서 ㅋㅋ,1
저희엄마는 그냥 저보고 대놓고 얼굴 안된다고 하심ㅋㅋ ㅠㅠㅠ,1
담엔 여자도 해주세요. ㅋㅋㅋㅋㅋㅋ,1
"2:36
그거 폰허브
여기까지",1
하지만 각자의 개성이 중요한거지 평균이 뭐가 중요합니까 . 근데 저도 평균이상이라고 생각합니다 ㅎ,1
2:39 액자식 구성,1
잘생긴 사람들만 해당 되는 이야기,1
개소리입니다...,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1:22 런쥔 목소리 닮았다..... 귀여워......,1
통계는 모르겠고 나는 우선 평균 이상이긴한 거 같긴함,1
"남자는 자신감입니다.
여러분들 자신감을 가집시다",1
"평균이하도 평균에 속하지않나...?
왜 이하, 평균, 이상 3개만 있누",1
다른 커뮤는 언급하는데 왜 디씨는 언급안해주노,1
자기 객관화가 잘되어있으면 남자던 여자던 본인 얼굴이 어느정도인지 앎 근데 난 엄마 여친 말고도 평소에 잘생겼다는 소리를 많이 듣고 자존감이 높아서 그런가 잘생겼다 생각함 ㅋㅋㅋㅋㅋㅋ,1
"5~6년 전 해군에서 만난 고등학교 직속후배 겸 후임이었던 애가 항상 거울 앞에서 ""왜 이렇게 잘 생겼지~, 잘 생기지 않았습니까?"" 그랬었는데 그 이유를 알겠네요ㅎㅎ

경아 잘 지내제 사랑스러운 후임이었던 내동생~😁😄",1
나는 평균이상이다,1
111,1
"???:에이 나정도면 평타는 치지
???:에이 나정도면 와꾸 되는 편이지

팩트한접시)다 솔로부대 대대장",1
근데 ㄹㅇ 나정도면 잘생겼지 ㅋㅋㄹㅃㅃ,1
당연히 평균이상이라 생각하는거 아님?,1
아니 진짜 궁금하지도 않았는데 궁금하게 만들어서 보게됨ㅜㅜㅋㅋㅋㅋ너무재밌다,1
오 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
Wow,1
1분즌은 못촴취,1
셈넬이 진짜다ㅋㅋㅋㅋㅋㅋ,1
진용진님은 자신의 외모가 평균 이상이라고 생각하시나요,1
남잔데 스스로 개못생겼다고 생각하는거 보면 전부는 아닌듯,1
아니 근데 나는 진짜 평균 이상임;;;,1
"""일단 난 평균 이상임"" 이라고 생각하고 들어온 사람",1
"용진 님은 평균이상이에요







라고 할뻔 ㅋ",1
진짜 샤워 끝나고 거울에 비친 제 모습은 ㅋㅋㅋㅋ,1
56초전,1
1,1
1,1
근데 주변 사례만 봐도 사실인것 같음..,1
1,1
저는 이하라고 생각하지만 저는 제 자신이 좋습니다.,1
ㄴ,1
"남자특 거의다 평균이상인줄암 ㅋㄱㅋ





나도 포함ㅋㅋ",1
저도 GD한테 안꿀림 ㅋ,1
일찍왔네ㅔ,1
그렇습니다,1
1빠,1
본인의 자기자신의 얼굴이 평균이상이라고 생각함 진짜못생긴것빼고요. 다들 평타는 가지 않나요?,1
평균 초과라고 생각합니다.,1
ㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋ,1
세상 모든남자는 자기 외모가 평균이라고 생각합니다,1
꿀잼,1
난 솔직히 그렇게 생각한적 한번도 없는거 같긴 함;;,1
이거 올라왔네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
:3,1
솔직히 나 정도면 평균 이상이지,1
와웅,1
나는 평균이상인데 ㅋ,1
당연한거 아님? 평균이상이라 생각함,1
ㅋ,1
1빠,1
한남들 자의식과잉은 세계최고 수준이지 뭐ㅋㅋ,1
주제 뭐야 ㅋㅋㅋㅋㅋ,1
평균 이상이랑 평균 이하는 둘다 평균이 있는데요,1
ㅋㅋㅋ..,1
??,1
12초는 못참지ㅋㅋ,1
2,1
1,1
“올타임 레전드”,1
아닌데,1
ㄹㅇㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋ 제목이 날 이끌었다,1
그렇게 생각합니다.,1
오우,1
이 제목 못참지,1
이거 남자라면 ㄹㅇ공감ㅋㅋㅋ,1
2,1
2,1
1,1
1,1
ㅋㅋㅋㅋ,1
오,1
2,1
1,1
Zzzz,1
ㄷ,1
1,1
.,1
개개애댇,1
ㅅ,1
ㅋㅋㅋㅋ,1
1,1
"고1때
수련회갔었는데
제 중요부위 만지면서 검사했었어요 …",1
"수련회에서 내가 배운 것들... 협동심은 개뿔, 누군가 잘못하면 모든 것을 그 한명 탓하면서 묻어 버리기, 특히나 그 친구가 말도 없고 사교성이 부족한 친구면 더더욱. 내가 잘해도 남들이 못하면 순식간에 '지금까지 본 집단(학교) 중 최악' 취급을 받는다는 것, '잘하면 이러한 보상(주로 자유시간)을 주겠다'는 말은 대개 거짓말이라는 것... 이미 이 모든 것을 초등학생 때 다 깨달았고 그 후로 수학여행,수련회는 항상 아프다고 하며 빠졌습니다. 가봤자 누군가를 괴롭히거나 누군가에게 괴롭힘 당하거나 둘 중 하나일게 뻔했거든요.",1
"이거보니까 옛날에 수련회 갔다가 양초와 양념 소불고기 봉지에 싸온 사람 본 기억이 났음...이거 왜 싸왔냐고 하니까 양초에 불 붙여서 구워먹으려고 하는 대답에 교관도 학생들도 모두 웃었는데
결국 화재의 위험때문에 압수당함 ㅎㅎ",1
"이 영상에서 교관으로 나오시는 분 제 중학교 때 갔던 수련회 교관이셨어요ㅠㅠ이름만 보고 알아봤네,,저희 학교에서 계곡 같은데 갔었는데 그 때 제 옷이였나 수건이 멀리 떠내려가서 애들이랑 교관분들 다 벙쪄서 그냥 멍때리고 쳐다보고 있었는데 이 분이 혼자 뒤늦게 보시고 물 속을 첨벙거리고 뛰어가시면서 제껄 주워주신 기억이 있네요,,ㅎㅎ그 때 정말 감사했습니다.그 때 여자친구분이랑 같이 교관하셨던걸로 기억하는데,벌써 몇년 전이네요!! 전 벌써 곧 21살이고 교관분께 좋은 기억 남겨주셔서 감사하다는 말 전하고 싶습니다😃😃",1
항도실업고교 운봉공고 운산기계공고  요기 도봉산중  하나겠구만 2시간 짜리는.,1
잘하는조 점수 준다면서 5점씩 주다가 마지막날에 노래 틀고 놀때 호응 잘해주면 1억점씩 퍼주다가 점수 다 까먹고 결국 아무것도 안해주고 잊혀짐,1
아 진짜로 지금 6학년인데 코로나 때문에 우리학교는 5학년때도 못가고 올해도 못갔어요. ㅠㅠ,1
가방 검사 다 해도 좋으니 수련회든 수학여행이든 체험학습이든 뭐든 가고싶다 ㅠㅠㅠㅠㅠ,1
헐...가방 검사..학교가 허락해줘야 하는 거였어?...,1
인터뷰하신 분 송현민 교관이라는 분 마스크 위만 보면 날씬한데 조금 잘생긴 성동일 같애 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
나 고1때는 진짜 다 했는데...,1
헐 수련회 교관님 저가 아는분인데 여기서 나오셨네요!!!,1
근데 이걸 알려주시면 이제 모든 아이들이 안한다는 걸 알게되잖아요 ㅋㅋㅋㅋㅋㅋㅋ,1
